datetime,holder,employee_id,merchant,amount_krw,note
2024-05-11 22:57:00,신인턴,E-H,마라탕집,81279,일반
2024-05-12 01:26:00,이대리,E-B,택시,48206,일반
2024-05-12 11:46:00,이대리,E-B,강남역 룸살롱,39668,일반
2024-05-12 19:38:00,조연구원,E-J,편의점,65035,일반
2024-05-12 23:10:00,정대리,E-E,배달앱,14204,일반
2024-05-13 02:38:00,이대리,E-B,카페,67112,일반
2024-05-13 06:28:00,정대리,E-E,편의점,82284,일반
2024-05-13 21:02:00,신인턴,E-H,강남역 룸살롱,29362,일반
2024-05-14 11:17:00,윤사원,E-D,택시,10256,일반
2024-05-14 18:40:00,한과장,E-F,배달앱,55042,일반
2024-05-14 20:55:00,한과장,E-F,전자상가,20169,일반
2024-05-15 09:03:00,김팀장,E-A,카페,19912,일반
2024-05-15 23:31:00,조연구원,E-J,마라탕집,16015,일반
2024-05-16 11:02:00,신인턴,E-H,구내식당,7445,일반
2024-05-16 13:54:00,박신입,E-C,강남역 룸살롱,9012,일반
2024-05-16 23:16:00,한과장,E-F,편의점,62352,일반
2024-05-17 02:57:00,조연구원,E-J,문구점,74572,일반
2024-05-17 12:42:00,조연구원,E-J,강남역 룸살롱,35392,일반
2024-05-17 17:27:00,이대리,E-B,편의점,76847,일반
2024-05-18 03:03:00,오주임,E-G,강남역 룸살롱,35228,일반
2024-05-18 09:22:00,김팀장,E-A,전자상가,21128,일반
2024-05-18 20:42:00,오주임,E-G,문구점,5746,일반
2024-05-19 09:38:00,오주임,E-G,구내식당,47769,일반
2024-05-19 16:57:00,윤사원,E-D,카페,82580,일반
2024-05-19 18:00:00,배수석,E-I,강남역 룸살롱,83007,일반
2024-05-20 00:00:00,조연구원,E-J,편의점,46791,일반
2024-05-20 08:43:00,박신입,E-C,배달앱,45738,일반
2024-05-20 10:31:00,오주임,E-G,택시,57133,일반
2024-05-20 13:40:00,조연구원,E-J,강남역 룸살롱,26126,일반
2024-05-21 04:29:00,박신입,E-C,전자상가,4594,일반
2024-05-21 10:44:00,배수석,E-I,마라탕집,44919,일반
2024-05-22 00:56:00,이대리,E-B,카페,28661,일반
2024-05-22 07:31:00,정대리,E-E,강남역 룸살롱,37806,일반
2024-05-22 10:34:00,조연구원,E-J,문구점,15231,일반
2024-05-22 19:51:00,정대리,E-E,문구점,59534,일반
2024-05-23 08:39:00,박신입,E-C,구내식당,38091,일반
2024-05-23 23:31:00,박신입,E-C,문구점,47176,일반
2024-05-24 12:02:00,조연구원,E-J,배달앱,27475,일반
2024-05-24 20:14:00,이대리,E-B,택시,83326,일반
2024-05-25 00:06:00,이대리,E-B,편의점,69804,일반
2024-05-25 01:38:00,박신입,E-C,택시,74133,일반
2024-05-25 03:07:00,정대리,E-E,택시,72311,일반
2024-05-25 09:56:00,신인턴,E-H,카페,82707,일반
2024-05-25 11:10:00,박신입,E-C,편의점,59338,일반
2024-05-25 18:06:00,이대리,E-B,전자상가,50989,일반
2024-05-26 01:46:00,신인턴,E-H,택시,27866,일반
2024-05-26 10:10:00,이대리,E-B,구내식당,62579,일반
2024-05-26 14:00:00,신인턴,E-H,배달앱,76016,일반
2024-05-27 04:45:00,신인턴,E-H,마라탕집,46224,일반
2024-05-27 16:32:00,조연구원,E-J,배달앱,33807,일반
2024-05-27 19:50:00,오주임,E-G,구내식당,51230,일반
2024-05-28 07:20:00,김팀장,E-A,전자상가,5279,일반
2024-05-28 11:04:00,이대리,E-B,편의점,81425,일반
2024-05-28 14:25:00,김팀장,E-A,전자상가,69984,일반
2024-05-29 05:20:00,윤사원,E-D,마라탕집,71344,일반
2024-05-29 19:30:00,한과장,E-F,편의점,63102,일반
2024-05-30 08:33:00,박신입,E-C,문구점,49302,일반
2024-05-30 20:19:00,한과장,E-F,카페,52193,일반
2024-05-31 05:17:00,정대리,E-E,마라탕집,77397,일반
2024-05-31 17:15:00,윤사원,E-D,문구점,42811,일반
2024-05-31 21:26:00,박신입,E-C,카페,75195,일반
2024-06-01 01:54:00,박신입,E-C,편의점,28746,일반
2024-06-01 03:05:00,신인턴,E-H,택시,27446,일반
2024-06-01 06:55:00,김팀장,E-A,문구점,42704,일반
2024-06-01 16:13:00,김팀장,E-A,구내식당,4579,일반
2024-06-01 21:35:00,윤사원,E-D,문구점,40857,일반
2024-06-02 03:00:00,박신입,E-C,카페,68535,일반
2024-06-02 15:57:00,조연구원,E-J,카페,68570,일반
2024-06-02 18:28:00,박신입,E-C,배달앱,26092,일반
2024-06-03 00:17:00,윤사원,E-D,택시,37391,일반
2024-06-03 08:45:00,박신입,E-C,구내식당,37814,일반
2024-06-03 23:43:00,배수석,E-I,문구점,40595,일반
2024-06-04 04:35:00,신인턴,E-H,마라탕집,22102,일반
2024-06-04 16:10:00,박신입,E-C,전자상가,51179,일반
2024-06-05 02:48:00,정대리,E-E,강남역 룸살롱,40781,일반
2024-06-05 11:58:00,신인턴,E-H,전자상가,78675,일반
2024-06-05 19:21:00,한과장,E-F,강남역 룸살롱,67533,일반
2024-06-06 03:10:00,조연구원,E-J,문구점,16940,일반
2024-06-06 08:09:00,김팀장,E-A,구내식당,69379,일반
2024-06-06 21:57:00,신인턴,E-H,편의점,9958,일반
2024-06-07 05:06:00,윤사원,E-D,전자상가,82717,일반
2024-06-07 16:13:00,오주임,E-G,택시,17167,일반
2024-06-08 01:24:00,정대리,E-E,문구점,53686,일반
2024-06-08 12:42:00,조연구원,E-J,전자상가,55334,일반
2024-06-09 01:06:00,한과장,E-F,마라탕집,57348,일반
2024-06-09 02:17:00,김팀장,E-A,배달앱,58896,일반
2024-06-09 13:26:00,정대리,E-E,전자상가,13421,일반
2024-06-09 18:12:00,김팀장,E-A,마라탕집,17662,일반
2024-06-10 09:00:00,박신입,E-C,배달앱,32588,일반
2024-06-10 14:45:00,배수석,E-I,전자상가,66015,일반
2024-06-11 04:23:00,정대리,E-E,문구점,12797,일반
2024-06-11 17:58:00,정대리,E-E,문구점,24736,일반
2024-06-12 01:18:00,정대리,E-E,전자상가,32214,일반
2024-06-12 10:17:00,김팀장,E-A,전자상가,64771,일반
2024-06-12 23:39:00,정대리,E-E,문구점,13792,일반
2024-06-13 06:11:00,신인턴,E-H,문구점,38580,일반
2024-06-13 16:18:00,한과장,E-F,구내식당,25690,일반
2024-06-13 19:28:00,조연구원,E-J,전자상가,11813,일반
2024-06-14 08:02:00,한과장,E-F,강남역 룸살롱,81329,일반
2024-06-14 16:26:00,배수석,E-I,편의점,12801,일반
2024-06-15 00:10:00,한과장,E-F,전자상가,3719,일반
2024-06-15 15:07:00,배수석,E-I,편의점,43640,일반
2024-06-16 01:10:00,배수석,E-I,배달앱,58315,일반
2024-06-16 11:46:00,이대리,E-B,전자상가,63968,일반
2024-06-16 17:21:00,김팀장,E-A,구내식당,42607,일반
2024-06-17 05:53:00,오주임,E-G,구내식당,71826,일반
2024-06-17 16:53:00,박신입,E-C,마라탕집,68252,일반
2024-06-18 05:25:00,박신입,E-C,카페,36418,일반
2024-06-18 15:25:00,조연구원,E-J,택시,43658,일반
2024-06-18 19:14:00,신인턴,E-H,문구점,81913,일반
2024-06-19 03:46:00,정대리,E-E,배달앱,45071,일반
2024-06-19 06:56:00,배수석,E-I,편의점,51577,일반
2024-06-19 13:00:00,한과장,E-F,마라탕집,27339,일반
2024-06-20 03:40:00,정대리,E-E,택시,67153,일반
2024-06-20 07:17:00,조연구원,E-J,전자상가,20778,일반
2024-06-20 08:34:00,윤사원,E-D,구내식당,15455,일반
2024-06-20 15:37:00,정대리,E-E,카페,57296,일반
2024-06-21 05:51:00,신인턴,E-H,전자상가,84796,일반
2024-06-21 16:31:00,신인턴,E-H,카페,77923,일반
2024-06-22 01:50:00,오주임,E-G,강남역 룸살롱,50515,일반
2024-06-22 11:41:00,한과장,E-F,배달앱,56834,일반
2024-06-22 13:04:00,김팀장,E-A,전자상가,64625,일반
2024-06-22 19:42:00,조연구원,E-J,배달앱,50240,일반
2024-06-23 07:54:00,조연구원,E-J,카페,77569,일반
2024-06-23 18:59:00,배수석,E-I,강남역 룸살롱,84966,일반
2024-06-24 06:41:00,이대리,E-B,문구점,8350,일반
2024-06-24 12:58:00,배수석,E-I,문구점,57216,일반
2024-06-25 01:20:00,박신입,E-C,편의점,73030,일반
2024-06-25 11:32:00,한과장,E-F,강남역 룸살롱,9778,일반
2024-06-25 18:06:00,윤사원,E-D,구내식당,61178,일반
2024-06-26 01:58:00,배수석,E-I,카페,3193,일반
2024-06-26 08:14:00,박신입,E-C,마라탕집,6097,일반
2024-06-26 12:02:00,정대리,E-E,문구점,19509,일반
2024-06-27 00:09:00,이대리,E-B,배달앱,32941,일반
2024-06-27 14:05:00,배수석,E-I,문구점,83537,일반
2024-06-27 21:14:00,신인턴,E-H,문구점,35675,일반
2024-06-28 10:05:00,오주임,E-G,강남역 룸살롱,43434,일반
2024-06-28 19:28:00,김팀장,E-A,배달앱,5900,일반
2024-06-28 21:43:00,정대리,E-E,카페,25885,일반
2024-06-29 02:03:00,한과장,E-F,구내식당,39244,일반
2024-06-29 07:47:00,김팀장,E-A,전자상가,68515,일반
2024-06-29 20:32:00,이대리,E-B,구내식당,59558,일반
2024-06-29 23:34:00,배수석,E-I,구내식당,23021,일반
2024-06-30 00:41:00,이대리,E-B,구내식당,36647,일반
2024-06-30 02:50:00,한과장,E-F,강남역 룸살롱,69317,일반
2024-06-30 10:34:00,김팀장,E-A,문구점,81326,일반
2024-06-30 21:59:00,김팀장,E-A,카페,24175,일반
2024-07-01 04:01:00,조연구원,E-J,카페,7089,일반
2024-07-01 06:07:00,조연구원,E-J,강남역 룸살롱,68796,일반
2024-07-01 12:28:00,박신입,E-C,마라탕집,14146,일반
2024-07-01 20:36:00,배수석,E-I,카페,67174,일반
2024-07-01 21:44:00,오주임,E-G,편의점,19942,일반
2024-07-02 04:20:00,박신입,E-C,배달앱,79091,일반
2024-07-02 13:16:00,오주임,E-G,구내식당,35936,일반
2024-07-02 14:27:00,신인턴,E-H,편의점,72850,일반
2024-07-03 05:11:00,윤사원,E-D,구내식당,18288,일반
2024-07-03 06:14:00,배수석,E-I,문구점,79439,일반
2024-07-03 20:36:00,박신입,E-C,전자상가,37197,일반
2024-07-03 22:31:00,김팀장,E-A,택시,50768,일반
2024-07-04 10:28:00,이대리,E-B,강남역 룸살롱,69808,일반
2024-07-04 22:17:00,조연구원,E-J,택시,39343,일반
2024-07-05 10:37:00,신인턴,E-H,마라탕집,40197,일반
2024-07-05 20:56:00,신인턴,E-H,강남역 룸살롱,80456,일반
2024-07-06 05:35:00,박신입,E-C,마라탕집,79030,일반
2024-07-06 16:39:00,이대리,E-B,마라탕집,13407,일반
2024-07-07 00:23:00,정대리,E-E,마라탕집,53064,일반
2024-07-07 08:05:00,윤사원,E-D,카페,60077,일반
2024-07-07 15:19:00,이대리,E-B,강남역 룸살롱,74156,일반
2024-07-07 18:57:00,신인턴,E-H,강남역 룸살롱,63241,일반
2024-07-08 02:31:00,박신입,E-C,문구점,51558,일반
2024-07-08 12:11:00,정대리,E-E,강남역 룸살롱,44771,일반
2024-07-08 14:36:00,오주임,E-G,카페,58851,일반
2024-07-08 18:57:00,신인턴,E-H,전자상가,41847,일반
2024-07-09 07:29:00,정대리,E-E,전자상가,25674,일반
2024-07-09 12:30:00,한과장,E-F,문구점,17735,일반
2024-07-09 20:04:00,윤사원,E-D,택시,18752,일반
2024-07-10 01:15:00,이대리,E-B,문구점,64263,일반
2024-07-10 04:56:00,윤사원,E-D,강남역 룸살롱,7235,일반
2024-07-10 19:08:00,박신입,E-C,배달앱,9487,일반
2024-07-11 01:29:00,정대리,E-E,문구점,4117,일반
2024-07-11 05:00:00,정대리,E-E,편의점,25717,일반
2024-07-11 10:14:00,박신입,E-C,구내식당,46509,일반
2024-07-11 19:51:00,박신입,E-C,구내식당,65451,일반
2024-07-12 06:44:00,김팀장,E-A,문구점,22634,일반
2024-07-12 14:43:00,오주임,E-G,편의점,35070,일반
2024-07-12 22:24:00,신인턴,E-H,마라탕집,28391,일반
2024-07-13 04:04:00,배수석,E-I,전자상가,20345,일반
2024-07-13 13:24:00,박신입,E-C,전자상가,70309,일반
2024-07-13 14:37:00,이대리,E-B,카페,6364,일반
2024-07-13 16:51:00,박신입,E-C,배달앱,82279,일반
2024-07-14 00:23:00,한과장,E-F,전자상가,77671,일반
2024-07-14 13:48:00,한과장,E-F,카페,13120,일반
2024-07-15 01:53:00,신인턴,E-H,배달앱,75247,일반
2024-07-15 15:54:00,김팀장,E-A,카페,68604,일반
2024-07-15 18:49:00,김팀장,E-A,전자상가,76849,일반
2024-07-15 23:27:00,김팀장,E-A,택시,10148,일반
2024-07-16 06:46:00,이대리,E-B,마라탕집,68459,일반
2024-07-16 18:37:00,김팀장,E-A,카페,13827,일반
2024-07-17 00:13:00,박신입,E-C,구내식당,64258,일반
2024-07-17 10:10:00,윤사원,E-D,문구점,3139,일반
2024-07-17 12:11:00,신인턴,E-H,배달앱,20446,일반
2024-07-17 18:54:00,김팀장,E-A,카페,18995,일반
2024-07-18 07:56:00,조연구원,E-J,강남역 룸살롱,47371,일반
2024-07-18 18:09:00,김팀장,E-A,마라탕집,3160,일반
2024-07-19 08:41:00,정대리,E-E,택시,69568,일반
2024-07-19 19:50:00,조연구원,E-J,편의점,34945,일반
2024-07-20 02:47:00,윤사원,E-D,문구점,14807,일반
2024-07-20 14:28:00,이대리,E-B,강남역 룸살롱,66386,일반
2024-07-20 17:57:00,정대리,E-E,카페,82414,일반
2024-07-20 22:11:00,이대리,E-B,배달앱,48129,일반
2024-07-21 06:03:00,이대리,E-B,택시,59605,일반
2024-07-21 10:57:00,이대리,E-B,편의점,50597,일반
2024-07-21 21:55:00,오주임,E-G,전자상가,50276,일반
2024-07-22 03:52:00,조연구원,E-J,편의점,63090,일반
2024-07-22 12:55:00,배수석,E-I,강남역 룸살롱,47879,일반
2024-07-22 19:26:00,오주임,E-G,택시,37304,일반
2024-07-22 22:13:00,오주임,E-G,카페,51896,일반
2024-07-23 02:20:00,오주임,E-G,문구점,6761,일반
2024-07-23 13:31:00,윤사원,E-D,배달앱,33462,일반
2024-07-23 23:44:00,김팀장,E-A,문구점,51228,일반
2024-07-24 12:42:00,신인턴,E-H,문구점,15716,일반
2024-07-24 23:50:00,조연구원,E-J,강남역 룸살롱,59170,일반
2024-07-25 01:36:00,윤사원,E-D,배달앱,65941,일반
2024-07-25 12:24:00,김팀장,E-A,전자상가,36955,일반
2024-07-25 15:44:00,윤사원,E-D,편의점,65411,일반
2024-07-26 02:45:00,박신입,E-C,배달앱,63692,일반
2024-07-26 10:56:00,이대리,E-B,배달앱,70429,일반
2024-07-26 20:37:00,신인턴,E-H,카페,73771,일반
2024-07-27 10:06:00,배수석,E-I,카페,53869,일반
2024-07-27 16:06:00,김팀장,E-A,택시,13321,일반
2024-07-28 04:16:00,윤사원,E-D,전자상가,40139,일반
2024-07-28 14:03:00,윤사원,E-D,마라탕집,58214,일반
2024-07-28 17:23:00,윤사원,E-D,마라탕집,67274,일반
2024-07-28 19:58:00,윤사원,E-D,카페,31231,일반
2024-07-29 06:19:00,윤사원,E-D,구내식당,22352,일반
2024-07-29 08:40:00,한과장,E-F,전자상가,27387,일반
2024-07-29 11:53:00,조연구원,E-J,택시,16841,일반
2024-07-29 18:31:00,이대리,E-B,구내식당,49804,일반
2024-07-30 06:36:00,배수석,E-I,전자상가,8505,일반
2024-07-30 18:06:00,조연구원,E-J,배달앱,19384,일반
2024-07-30 21:38:00,이대리,E-B,구내식당,76110,일반
2024-07-31 07:45:00,배수석,E-I,강남역 룸살롱,61212,일반
2024-07-31 09:41:00,배수석,E-I,강남역 룸살롱,46700,일반
2024-07-31 10:43:00,김팀장,E-A,택시,72127,일반
2024-07-31 20:36:00,조연구원,E-J,편의점,16289,일반
2024-05-09 12:00:00,김팀장,E-A,택시,55337,일반
2024-05-09 13:36:00,오주임,E-G,구내식당,28058,일반
2024-05-09 18:07:00,정대리,E-E,마라탕집,12380,일반
2024-05-09 21:32:00,조연구원,E-J,구내식당,62048,일반
2024-05-10 01:22:00,배수석,E-I,구내식당,64633,일반
2024-05-10 11:37:00,정대리,E-E,문구점,59318,일반
2024-05-10 22:01:00,조연구원,E-J,구내식당,78875,일반
2024-05-11 00:04:00,박신입,E-C,택시,13395,일반
2024-05-11 10:52:00,윤사원,E-D,배달앱,79169,일반
2024-05-11 23:45:00,배수석,E-I,구내식당,38467,일반
2024-05-12 05:39:00,오주임,E-G,구내식당,3711,일반
2024-05-12 14:15:00,이대리,E-B,문구점,79844,일반
2024-05-12 17:28:00,한과장,E-F,카페,10878,일반
2024-05-12 20:59:00,윤사원,E-D,구내식당,43471,일반
2024-05-13 11:35:00,조연구원,E-J,배달앱,72417,일반
2024-05-14 01:37:00,한과장,E-F,전자상가,9116,일반
2024-05-14 03:56:00,정대리,E-E,택시,3479,일반
2024-05-14 06:02:00,이대리,E-B,마라탕집,66783,일반
2024-05-14 07:52:00,한과장,E-F,편의점,20999,일반
2024-05-14 18:56:00,김팀장,E-A,배달앱,44090,일반
2024-05-14 23:16:00,윤사원,E-D,전자상가,41470,일반
2024-05-15 11:12:00,박신입,E-C,택시,58937,일반
2024-05-15 17:54:00,윤사원,E-D,배달앱,48590,일반
2024-05-16 00:28:00,정대리,E-E,편의점,19441,일반
2024-05-16 12:03:00,박신입,E-C,마라탕집,43642,일반
2024-05-16 15:22:00,조연구원,E-J,편의점,38246,일반
2024-05-17 04:55:00,한과장,E-F,마라탕집,18002,일반
2024-05-17 14:34:00,정대리,E-E,마라탕집,45251,일반
2024-05-18 02:24:00,배수석,E-I,전자상가,36333,일반
2024-05-18 14:52:00,윤사원,E-D,강남역 룸살롱,77442,일반
2024-05-18 19:33:00,김팀장,E-A,편의점,58824,일반
2024-05-18 21:44:00,신인턴,E-H,카페,42068,일반
2024-05-19 01:08:00,박신입,E-C,강남역 룸살롱,13431,일반
2024-05-19 04:00:00,한과장,E-F,구내식당,61877,일반
2024-05-19 06:26:00,배수석,E-I,카페,30089,일반
2024-05-19 10:15:00,이대리,E-B,배달앱,17652,일반
2024-05-19 12:32:00,오주임,E-G,배달앱,44495,일반
2024-05-19 16:34:00,이대리,E-B,전자상가,66801,일반
2024-05-19 17:55:00,한과장,E-F,배달앱,7783,일반
2024-05-20 08:01:00,정대리,E-E,택시,5937,일반
2024-05-20 11:50:00,신인턴,E-H,마라탕집,62297,일반
2024-05-20 23:29:00,조연구원,E-J,편의점,70057,일반
2024-05-21 02:46:00,정대리,E-E,구내식당,39767,일반
2024-05-21 06:32:00,배수석,E-I,택시,19844,일반
2024-05-21 11:42:00,김팀장,E-A,구내식당,82344,일반
2024-05-21 17:59:00,이대리,E-B,구내식당,69585,일반
2024-05-22 07:57:00,정대리,E-E,카페,81463,일반
2024-05-22 16:35:00,오주임,E-G,배달앱,54359,일반
2024-05-22 21:43:00,오주임,E-G,택시,32968,일반
2024-05-23 09:56:00,이대리,E-B,택시,23685,일반
2024-05-23 16:22:00,박신입,E-C,편의점,25710,일반
2024-05-24 03:51:00,정대리,E-E,편의점,43710,일반
2024-05-24 05:36:00,한과장,E-F,전자상가,16244,일반
2024-05-24 13:34:00,박신입,E-C,배달앱,64232,일반
2024-05-25 02:43:00,조연구원,E-J,편의점,56048,일반
2024-05-25 05:26:00,오주임,E-G,택시,39558,일반
2024-05-25 16:19:00,오주임,E-G,편의점,63394,일반
2024-05-25 21:44:00,정대리,E-E,강남역 룸살롱,62170,일반
2024-05-26 09:29:00,배수석,E-I,카페,10382,일반
2024-05-26 18:23:00,조연구원,E-J,전자상가,22585,일반
2024-05-26 19:54:00,한과장,E-F,배달앱,5448,일반
2024-05-27 01:44:00,오주임,E-G,문구점,72779,일반
2024-05-27 12:56:00,신인턴,E-H,편의점,44686,일반
2024-05-27 17:44:00,김팀장,E-A,택시,66797,일반
2024-05-28 00:56:00,이대리,E-B,배달앱,39417,일반
2024-05-28 14:28:00,이대리,E-B,마라탕집,63090,일반
2024-05-28 19:42:00,이대리,E-B,카페,18876,일반
2024-05-29 08:16:00,박신입,E-C,배달앱,22926,일반
2024-05-29 14:52:00,오주임,E-G,배달앱,32195,일반
2024-05-29 20:34:00,신인턴,E-H,전자상가,28003,일반
2024-05-30 07:40:00,신인턴,E-H,강남역 룸살롱,41528,일반
2024-05-30 20:34:00,이대리,E-B,마라탕집,35775,일반
2024-05-31 05:30:00,한과장,E-F,마라탕집,6048,일반
2024-05-31 20:08:00,이대리,E-B,전자상가,64376,일반
2024-06-01 08:52:00,한과장,E-F,문구점,16707,일반
2024-06-01 15:21:00,조연구원,E-J,마라탕집,18737,일반
2024-06-02 02:37:00,박신입,E-C,강남역 룸살롱,27061,일반
2024-06-02 06:54:00,박신입,E-C,강남역 룸살롱,25173,일반
2024-06-02 08:33:00,신인턴,E-H,강남역 룸살롱,68898,일반
2024-06-02 15:41:00,박신입,E-C,택시,45693,일반
2024-06-03 05:55:00,정대리,E-E,카페,22642,일반
2024-06-03 08:09:00,박신입,E-C,강남역 룸살롱,57919,일반
2024-06-03 17:40:00,조연구원,E-J,배달앱,31641,일반
2024-06-03 21:00:00,조연구원,E-J,강남역 룸살롱,80139,일반
2024-06-04 04:03:00,조연구원,E-J,택시,81349,일반
2024-06-04 09:34:00,한과장,E-F,강남역 룸살롱,51920,일반
2024-06-04 20:06:00,조연구원,E-J,택시,42614,일반
2024-06-05 01:21:00,박신입,E-C,강남역 룸살롱,8726,일반
2024-06-05 15:17:00,이대리,E-B,문구점,4834,일반
2024-06-06 01:35:00,한과장,E-F,편의점,60567,일반
2024-06-06 10:12:00,김팀장,E-A,편의점,67133,일반
2024-06-06 12:34:00,정대리,E-E,강남역 룸살롱,79706,일반
2024-06-06 18:10:00,한과장,E-F,구내식당,51890,일반
2024-06-06 22:53:00,오주임,E-G,카페,34302,일반
2024-06-07 06:35:00,김팀장,E-A,배달앱,57632,일반
2024-06-07 15:45:00,오주임,E-G,택시,61366,일반
2024-06-07 21:29:00,김팀장,E-A,마라탕집,68825,일반
2024-06-08 12:14:00,한과장,E-F,마라탕집,35816,일반
2024-06-08 19:37:00,박신입,E-C,편의점,46061,일반
2024-06-09 10:07:00,박신입,E-C,문구점,73487,일반
2024-06-09 20:28:00,오주임,E-G,마라탕집,45634,일반
2024-06-10 01:55:00,정대리,E-E,택시,81312,일반
2024-06-10 11:53:00,조연구원,E-J,배달앱,81528,일반
2024-06-10 15:53:00,신인턴,E-H,구내식당,3090,일반
2024-06-10 21:18:00,오주임,E-G,마라탕집,10772,일반
2024-06-11 10:13:00,한과장,E-F,카페,20481,일반
2024-06-11 23:12:00,오주임,E-G,편의점,20908,일반
2024-06-12 12:31:00,신인턴,E-H,편의점,28620,일반
2024-06-12 13:52:00,박신입,E-C,구내식당,54759,일반
2024-06-12 19:37:00,김팀장,E-A,편의점,84235,일반
2024-06-13 06:42:00,신인턴,E-H,구내식당,55213,일반
2024-06-13 14:18:00,윤사원,E-D,전자상가,41900,일반
2024-06-13 23:56:00,이대리,E-B,구내식당,24168,일반
2024-06-14 13:41:00,이대리,E-B,편의점,37758,일반
2024-06-15 01:42:00,조연구원,E-J,편의점,44194,일반
2024-06-15 08:32:00,배수석,E-I,편의점,55561,일반
2024-06-15 17:29:00,윤사원,E-D,강남역 룸살롱,31308,일반
2024-06-15 22:07:00,조연구원,E-J,배달앱,3249,일반
2024-06-16 12:25:00,조연구원,E-J,강남역 룸살롱,28539,일반
2024-06-16 18:51:00,윤사원,E-D,카페,65292,일반
2024-06-17 02:54:00,윤사원,E-D,마라탕집,12137,일반
2024-06-17 16:45:00,조연구원,E-J,택시,22611,일반
2024-06-18 02:17:00,신인턴,E-H,전자상가,20957,일반
2024-06-18 08:46:00,오주임,E-G,강남역 룸살롱,64783,일반
2024-06-18 15:45:00,박신입,E-C,마라탕집,37860,일반
2024-06-18 20:13:00,조연구원,E-J,배달앱,80614,일반
2024-06-19 04:59:00,한과장,E-F,카페,47087,일반
2024-06-19 10:07:00,이대리,E-B,배달앱,14842,일반
2024-06-19 23:59:00,조연구원,E-J,편의점,57456,일반
2024-06-20 09:16:00,조연구원,E-J,전자상가,77554,일반
2024-06-20 19:15:00,박신입,E-C,마라탕집,31556,일반
2024-06-21 08:34:00,조연구원,E-J,문구점,44039,일반
2024-06-21 23:13:00,김팀장,E-A,전자상가,30673,일반
2024-06-22 13:42:00,한과장,E-F,문구점,76776,일반
2024-06-22 23:45:00,정대리,E-E,전자상가,18633,일반
2024-06-23 12:49:00,정대리,E-E,편의점,4356,일반
2024-06-23 14:49:00,배수석,E-I,강남역 룸살롱,63827,일반
2024-06-24 05:30:00,박신입,E-C,마라탕집,77849,일반
2024-06-24 16:31:00,한과장,E-F,문구점,61932,일반
2024-06-24 18:43:00,신인턴,E-H,택시,80583,일반
2024-06-24 22:38:00,오주임,E-G,마라탕집,58789,일반
2024-06-25 09:01:00,조연구원,E-J,강남역 룸살롱,12330,일반
2024-06-25 20:34:00,윤사원,E-D,배달앱,3559,일반
2024-06-26 01:11:00,정대리,E-E,배달앱,31995,일반
2024-06-26 13:17:00,박신입,E-C,전자상가,39668,일반
2024-06-26 23:48:00,김팀장,E-A,배달앱,48965,일반
2024-06-27 02:06:00,조연구원,E-J,배달앱,57975,일반
2024-06-27 10:25:00,김팀장,E-A,구내식당,23088,일반
2024-06-27 19:50:00,신인턴,E-H,문구점,15510,일반
2024-06-28 03:40:00,김팀장,E-A,배달앱,34346,일반
2024-06-28 16:45:00,조연구원,E-J,강남역 룸살롱,50161,일반
2024-06-28 18:38:00,정대리,E-E,배달앱,72678,일반
2024-06-29 03:46:00,한과장,E-F,전자상가,53521,일반
2024-06-29 15:12:00,이대리,E-B,카페,73856,일반
